CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2021,CA-513,Hispanic/Latina/e/o,Alone,60
2021,CA-513,Hispanic/Latina/e/o,In_Combination,1807
2021,CA-513,Native Hawaiian or Pacific Islander,Alone,19
2021,CA-513,Native Hawaiian or Pacific Islander,In_Combination,23
2021,CA-513,White,Alone,1075
2021,CA-513,White,In_Combination,1707
2021,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,152
2021,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,253
2021,CA-514,Asian or Asian American,Alone,161
2021,CA-514,Asian or Asian American,In_Combination,37
2021,CA-514,"Black, African American or African",Alone,1273
2021,CA-514,"Black, African American or African",In_Combination,208
2021,CA-514,Hispanic/Latina/e/o,Alone,246
2021,CA-514,Hispanic/Latina/e/o,In_Combination,3028
2021,CA-514,Native Hawaiian or Pacific Islander,Alone,39
2021,CA-514,Native Hawaiian or Pacific Islander,In_Combination,30
2021,CA-514,White,Alone,1703
2021,CA-514,White,In_Combination,2870
2021,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,43
2021,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,117
2021,CA-515,Asian or Asian American,Alone,28
2021,CA-515,Asian or Asian American,In_Combination,34
2021,CA-515,"Black, African American or African",Alone,180
2021,CA-515,"Black, African American or African",In_Combination,103
2021,CA-515,Hispanic/Latina/e/o,Alone,43
2021,CA-515,Hispanic/Latina/e/o,In_Combination,403
2021,CA-515,Native Hawaiian or Pacific Islander,Alone,15
2021,CA-515,Native Hawaiian or Pacific Islander,In_Combination,25
2021,CA-515,White,Alone,1314
2021,CA-515,White,In_Combination,432
2021,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,62
2021,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,197
2021,CA-516,Asian or Asian American,Alone,*
2021,CA-516,Asian or Asian American,In_Combination,*
2021,CA-516,"Black, African American or African",Alone,57
2021,CA-516,"Black, African American or African",In_Combination,58
2021,CA-516,Hispanic/Latina/e/o,Alone,14
2021,CA-516,Hispanic/Latina/e/o,In_Combination,172
2021,CA-516,Native Hawaiian or Pacific Islander,Alone,12
2021,CA-516,Native Hawaiian or Pacific Islander,In_Combination,32
2021,CA-516,White,Alone,1269
2021,CA-516,White,In_Combination,330
2021,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,12
2021,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,60
2021,CA-517,Asian or Asian American,Alone,15
2021,CA-517,Asian or Asian American,In_Combination,*
2021,CA-517,"Black, African American or African",Alone,47
2021,CA-517,"Black, African American or African",In_Combination,*
2021,CA-517,Hispanic/Latina/e/o,Alone,17
2021,CA-517,Hispanic/Latina/e/o,In_Combination,223
2021,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-517,White,Alone,404
2021,CA-517,White,In_Combination,187
2021,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,11
2021,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,69
2021,CA-518,Asian or Asian American,Alone,32
2021,CA-518,Asian or Asian American,In_Combination,15
2021,CA-518,"Black, African American or African",Alone,554
2021,CA-518,"Black, African American or African",In_Combination,89
2021,CA-518,Hispanic/Latina/e/o,Alone,15
2021,CA-518,Hispanic/Latina/e/o,In_Combination,211
2021,CA-518,Native Hawaiian or Pacific Islander,Alone,22
2021,CA-518,Native Hawaiian or Pacific Islander,In_Combination,21
2021,CA-518,White,Alone,412
2021,CA-518,White,In_Combination,225
2021,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,69
2021,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,125
2021,CA-519,Asian or Asian American,Alone,14
2021,CA-519,Asian or Asian American,In_Combination,*
2021,CA-519,"Black, African American or African",Alone,126
2021,CA-519,"Black, African American or African",In_Combination,77
2021,CA-519,Hispanic/Latina/e/o,Alone,15
2021,CA-519,Hispanic/Latina/e/o,In_Combination,279
2021,CA-519,Native Hawaiian or Pacific Islander,Alone,13
2021,CA-519,Native Hawaiian or Pacific Islander,In_Combination,31
2021,CA-519,White,Alone,1334
2021,CA-519,White,In_Combination,374
2021,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,29
2021,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,113
2021,CA-520,Asian or Asian American,Alone,36
2021,CA-520,Asian or Asian American,In_Combination,*
2021,CA-520,"Black, African American or African",Alone,351
2021,CA-520,"Black, African American or African",In_Combination,82
2021,CA-520,Hispanic/Latina/e/o,Alone,56
2021,CA-520,Hispanic/Latina/e/o,In_Combination,1123
2021,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-520,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-520,White,Alone,656
2021,CA-520,White,In_Combination,1056
2021,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,26
2021,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,54
2021,CA-521,Asian or Asian American,Alone,12
2021,CA-521,Asian or Asian American,In_Combination,13
2021,CA-521,"Black, African American or African",Alone,269
2021,CA-521,"Black, African American or African",In_Combination,51
2021,CA-521,Hispanic/Latina/e/o,Alone,61
2021,CA-521,Hispanic/Latina/e/o,In_Combination,425
2021,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-521,Native Hawaiian or Pacific Islander,In_Combination,13
2021,CA-521,White,Alone,529
2021,CA-521,White,In_Combination,403
2021,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,121
2021,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,142
2021,CA-522,Asian or Asian American,Alone,12
2021,CA-522,Asian or Asian American,In_Combination,*
2021,CA-522,"Black, African American or African",Alone,57
2021,CA-522,"Black, African American or African",In_Combination,32
2021,CA-522,Hispanic/Latina/e/o,Alone,16
2021,CA-522,Hispanic/Latina/e/o,In_Combination,113
2021,CA-522,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-522,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-522,White,Alone,990
2021,CA-522,White,In_Combination,192
2021,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,23
2021,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,56
2021,CA-523,Asian or Asian American,Alone,*
2021,CA-523,Asian or Asian American,In_Combination,*
2021,CA-523,"Black, African American or African",Alone,*
2021,CA-523,"Black, African American or African",In_Combination,12
2021,CA-523,Hispanic/Latina/e/o,Alone,13
2021,CA-523,Hispanic/Latina/e/o,In_Combination,208
2021,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-523,White,Alone,399
2021,CA-523,White,In_Combination,220
2021,CA-524,"American Indian, Alaska Native, or Indigenous",Alone,66
2021,CA-524,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2021,CA-524,Asian or Asian American,Alone,23
2021,CA-524,Asian or Asian American,In_Combination,*
2021,CA-524,"Black, African American or African",Alone,176
2021,CA-524,"Black, African American or African",In_Combination,47
2021,CA-524,Hispanic/Latina/e/o,Alone,301
2021,CA-524,Hispanic/Latina/e/o,In_Combination,223
2021,CA-524,Native Hawaiian or Pacific Islander,Alone,14
2021,CA-524,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-524,White,Alone,1200
2021,CA-524,White,In_Combination,249
2021,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,12
2021,CA-525,Asian or Asian American,Alone,*
2021,CA-525,Asian or Asian American,In_Combination,*
2021,CA-525,"Black, African American or African",Alone,18
2021,CA-525,"Black, African American or African",In_Combination,11
2021,CA-525,Hispanic/Latina/e/o,Alone,*
2021,CA-525,Hispanic/Latina/e/o,In_Combination,45
2021,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-525,White,Alone,317
2021,CA-525,White,In_Combination,57
2021,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,34
2021,CA-526,Asian or Asian American,Alone,*
2021,CA-526,Asian or Asian American,In_Combination,*
2021,CA-526,"Black, African American or African",Alone,20
2021,CA-526,"Black, African American or African",In_Combination,16
2021,CA-526,Hispanic/Latina/e/o,Alone,*
2021,CA-526,Hispanic/Latina/e/o,In_Combination,110
2021,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-526,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-526,White,Alone,559
2021,CA-526,White,In_Combination,129
2021,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,11
2021,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,11
2021,CA-527,Asian or Asian American,Alone,*
2021,CA-527,Asian or Asian American,In_Combination,*
2021,CA-527,"Black, African American or African",Alone,*
2021,CA-527,"Black, African American or African",In_Combination,*
2021,CA-527,Hispanic/Latina/e/o,Alone,15
2021,CA-527,Hispanic/Latina/e/o,In_Combination,31
2021,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-527,White,Alone,205
2021,CA-527,White,In_Combination,38
2021,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,13
2021,CA-529,"Black, African American or African",Alone,*
2021,CA-529,"Black, African American or African",In_Combination,*
2021,CA-529,Hispanic/Latina/e/o,Alone,*
2021,CA-529,Hispanic/Latina/e/o,In_Combination,34
2021,CA-529,White,Alone,141
2021,CA-529,White,In_Combination,21
2021,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,32
2021,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,12
2021,CA-530,Asian or Asian American,Alone,*
2021,CA-530,Asian or Asian American,In_Combination,*
2021,CA-530,"Black, African American or African",Alone,*
2021,CA-530,"Black, African American or African",In_Combination,*
2021,CA-530,Hispanic/Latina/e/o,Alone,*
2021,CA-530,Hispanic/Latina/e/o,In_Combination,68
2021,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-530,White,Alone,109
2021,CA-530,White,In_Combination,65
2021,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,12
2021,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,43
2021,CA-531,Asian or Asian American,Alone,*
2021,CA-531,Asian or Asian American,In_Combination,*
2021,CA-531,"Black, African American or African",Alone,*
2021,CA-531,"Black, African American or African",In_Combination,*
2021,CA-531,Hispanic/Latina/e/o,Alone,11
2021,CA-531,Hispanic/Latina/e/o,In_Combination,63
2021,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-531,White,Alone,532
2021,CA-531,White,In_Combination,91
2021,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,565
2021,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1640
2021,CA-600,Asian or Asian American,Alone,1062
2021,CA-600,Asian or Asian American,In_Combination,289
2021,CA-600,"Black, African American or African",Alone,29958
2021,CA-600,"Black, African American or African",In_Combination,2297
2021,CA-600,Hispanic/Latina/e/o,Alone,4888
2021,CA-600,Hispanic/Latina/e/o,In_Combination,26396
2021,CA-600,Native Hawaiian or Pacific Islander,Alone,395
2021,CA-600,Native Hawaiian or Pacific Islander,In_Combination,497
2021,CA-600,White,Alone,17266
2021,CA-600,White,In_Combination,24809
2021,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,245
2021,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,569
2021,CA-601,Asian or Asian American,Alone,442
2021,CA-601,Asian or Asian American,In_Combination,175
2021,CA-601,"Black, African American or African",Alone,5175
2021,CA-601,"Black, African American or African",In_Combination,938
2021,CA-601,Hispanic/Latina/e/o,Alone,499
2021,CA-601,Hispanic/Latina/e/o,In_Combination,6854
2021,CA-601,Native Hawaiian or Pacific Islander,Alone,253
2021,CA-601,Native Hawaiian or Pacific Islander,In_Combination,288
2021,CA-601,White,Alone,7964
2021,CA-601,White,In_Combination,6447
2021,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,91
2021,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,410
2021,CA-602,Asian or Asian American,Alone,372
2021,CA-602,Asian or Asian American,In_Combination,114
2021,CA-602,"Black, African American or African",Alone,1445
2021,CA-602,"Black, African American or African",In_Combination,398
2021,CA-602,Hispanic/Latina/e/o,Alone,284
2021,CA-602,Hispanic/Latina/e/o,In_Combination,5714
2021,CA-602,Native Hawaiian or Pacific Islander,Alone,101
2021,CA-602,Native Hawaiian or Pacific Islander,In_Combination,116
2021,CA-602,White,Alone,5029
2021,CA-602,White,In_Combination,5478
2021,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,44
2021,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,228
2021,CA-603,Asian or Asian American,Alone,30
2021,CA-603,Asian or Asian American,In_Combination,31
2021,CA-603,"Black, African American or African",Alone,217
2021,CA-603,"Black, African American or African",In_Combination,119
2021,CA-603,Hispanic/Latina/e/o,Alone,87
2021,CA-603,Hispanic/Latina/e/o,In_Combination,1781
2021,CA-603,Native Hawaiian or Pacific Islander,Alone,16
2021,CA-603,Native Hawaiian or Pacific Islander,In_Combination,28
2021,CA-603,White,Alone,1366
2021,CA-603,White,In_Combination,1684
2021,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,71
2021,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,176
2021,CA-604,Asian or Asian American,Alone,33
2021,CA-604,Asian or Asian American,In_Combination,14
2021,CA-604,"Black, African American or African",Alone,1555
2021,CA-604,"Black, African American or African",In_Combination,197
2021,CA-604,Hispanic/Latina/e/o,Alone,63
2021,CA-604,Hispanic/Latina/e/o,In_Combination,2388
2021,CA-604,Native Hawaiian or Pacific Islander,Alone,40
2021,CA-604,Native Hawaiian or Pacific Islander,In_Combination,27
2021,CA-604,White,Alone,2520
2021,CA-604,White,In_Combination,2322
2021,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,23
2021,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,50
2021,CA-606,Asian or Asian American,Alone,61
2021,CA-606,Asian or Asian American,In_Combination,13
2021,CA-606,"Black, African American or African",Alone,1263
2021,CA-606,"Black, African American or African",In_Combination,127
2021,CA-606,Hispanic/Latina/e/o,Alone,87
2021,CA-606,Hispanic/Latina/e/o,In_Combination,685
2021,CA-606,Native Hawaiian or Pacific Islander,Alone,24
2021,CA-606,Native Hawaiian or Pacific Islander,In_Combination,16
2021,CA-606,White,Alone,695
2021,CA-606,White,In_Combination,654
2021,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,31
2021,CA-607,Asian or Asian American,Alone,23
2021,CA-607,Asian or Asian American,In_Combination,*
2021,CA-607,"Black, African American or African",Alone,347
2021,CA-607,"Black, African American or African",In_Combination,39
2021,CA-607,Hispanic/Latina/e/o,Alone,19
2021,CA-607,Hispanic/Latina/e/o,In_Combination,363
2021,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-607,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-607,White,Alone,212
2021,CA-607,White,In_Combination,331
2021,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,80
2021,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,182
2021,CA-608,Asian or Asian American,Alone,67
2021,CA-608,Asian or Asian American,In_Combination,51
2021,CA-608,"Black, African American or African",Alone,1998
2021,CA-608,"Black, African American or African",In_Combination,319
2021,CA-608,Hispanic/Latina/e/o,Alone,91
2021,CA-608,Hispanic/Latina/e/o,In_Combination,3255
2021,CA-608,Native Hawaiian or Pacific Islander,Alone,45
2021,CA-608,Native Hawaiian or Pacific Islander,In_Combination,46
2021,CA-608,White,Alone,2645
2021,CA-608,White,In_Combination,3159
2021,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,71
2021,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,166
2021,CA-609,Asian or Asian American,Alone,33
2021,CA-609,Asian or Asian American,In_Combination,35
2021,CA-609,"Black, African American or African",Alone,2823
2021,CA-609,"Black, African American or African",In_Combination,375
2021,CA-609,Hispanic/Latina/e/o,Alone,116
2021,CA-609,Hispanic/Latina/e/o,In_Combination,3036
2021,CA-609,Native Hawaiian or Pacific Islander,Alone,41
2021,CA-609,Native Hawaiian or Pacific Islander,In_Combination,56
2021,CA-609,White,Alone,1768
2021,CA-609,White,In_Combination,2783
2021,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,16
2021,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,83
2021,CA-611,Asian or Asian American,Alone,25
2021,CA-611,Asian or Asian American,In_Combination,14
2021,CA-611,"Black, African American or African",Alone,152
2021,CA-611,"Black, African American or African",In_Combination,70
2021,CA-611,Hispanic/Latina/e/o,Alone,56
2021,CA-611,Hispanic/Latina/e/o,In_Combination,1177
2021,CA-611,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-611,Native Hawaiian or Pacific Islander,In_Combination,11
2021,CA-611,White,Alone,1048
2021,CA-611,White,In_Combination,1199
2021,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,14
2021,CA-612,Asian or Asian American,Alone,16
2021,CA-612,Asian or Asian American,In_Combination,*
2021,CA-612,"Black, African American or African",Alone,177
2021,CA-612,"Black, African American or African",In_Combination,22
2021,CA-612,Hispanic/Latina/e/o,Alone,*
2021,CA-612,Hispanic/Latina/e/o,In_Combination,207
2021,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-612,White,Alone,174
2021,CA-612,White,In_Combination,207
2021,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,11
2021,CA-613,Asian or Asian American,Alone,*
2021,CA-613,Asian or Asian American,In_Combination,*
2021,CA-613,"Black, African American or African",Alone,80
2021,CA-613,"Black, African American or African",In_Combination,37
2021,CA-613,Hispanic/Latina/e/o,Alone,81
2021,CA-613,Hispanic/Latina/e/o,In_Combination,1183
2021,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-613,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-613,White,Alone,162
2021,CA-613,White,In_Combination,1150
2021,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,27
2021,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,112
2021,CA-614,Asian or Asian American,Alone,12
2021,CA-614,Asian or Asian American,In_Combination,*
2021,CA-614,"Black, African American or African",Alone,88
2021,CA-614,"Black, African American or African",In_Combination,63
2021,CA-614,Hispanic/Latina/e/o,Alone,138
2021,CA-614,Hispanic/Latina/e/o,In_Combination,685
2021,CA-614,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-614,Native Hawaiian or Pacific Islander,In_Combination,11
2021,CA-614,White,Alone,1126
2021,CA-614,White,In_Combination,688
2022,All,"American Indian, Alaska Native, or Indigenous",Alone,3548
2022,All,"American Indian, Alaska Native, or Indigenous",In_Combination,11275
2022,All,Asian or Asian American,Alone,5197
2022,All,Asian or Asian American,In_Combination,2304
2022,All,"Black, African American or African",Alone,76828
2022,All,"Black, African American or African",In_Combination,11487
2022,All,Hispanic/Latina/e/o,Alone,12611
2022,All,Hispanic/Latina/e/o,In_Combination,95916
2022,All,Native Hawaiian or Pacific Islander,Alone,2659
2022,All,Native Hawaiian or Pacific Islander,In_Combination,2923
2022,All,White,Alone,83176
2022,All,White,In_Combination,90050
2022,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,192
2022,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,1257
2022,CA-500,Asian or Asian American,Alone,765
2022,CA-500,Asian or Asian American,In_Combination,229
2022,CA-500,"Black, African American or African",Alone,1751
2022,CA-500,"Black, African American or African",In_Combination,580
2022,CA-500,Hispanic/Latina/e/o,Alone,843
2022,CA-500,Hispanic/Latina/e/o,In_Combination,6894
2022,CA-500,Native Hawaiian or Pacific Islander,Alone,216
2022,CA-500,Native Hawaiian or Pacific Islander,In_Combination,258
2022,CA-500,White,Alone,2880
2022,CA-500,White,In_Combination,6031
2022,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,271
2022,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,1202
2022,CA-501,Asian or Asian American,Alone,676
2022,CA-501,Asian or Asian American,In_Combination,271
2022,CA-501,"Black, African American or African",Alone,6526
2022,CA-501,"Black, African American or African",In_Combination,1145
2022,CA-501,Hispanic/Latina/e/o,Alone,1079
2022,CA-501,Hispanic/Latina/e/o,In_Combination,3948
2022,CA-501,Native Hawaiian or Pacific Islander,Alone,360
2022,CA-501,Native Hawaiian or Pacific Islander,In_Combination,336
2022,CA-501,White,Alone,4211
2022,CA-501,White,In_Combination,3044
2022,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,151
2022,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,675
2022,CA-502,Asian or Asian American,Alone,326
2022,CA-502,Asian or Asian American,In_Combination,160
2022,CA-502,"Black, African American or African",Alone,5896
2022,CA-502,"Black, African American or African",In_Combination,746
2022,CA-502,Hispanic/Latina/e/o,Alone,197
2022,CA-502,Hispanic/Latina/e/o,In_Combination,2096
2022,CA-502,Native Hawaiian or Pacific Islander,Alone,146
2022,CA-502,Native Hawaiian or Pacific Islander,In_Combination,199
2022,CA-502,White,Alone,2177
2022,CA-502,White,In_Combination,1760
2022,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,145
2022,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,477
2022,CA-503,Asian or Asian American,Alone,155
2022,CA-503,Asian or Asian American,In_Combination,139
2022,CA-503,"Black, African American or African",Alone,4575
2022,CA-503,"Black, African American or African",In_Combination,1035
2022,CA-503,Hispanic/Latina/e/o,Alone,262
2022,CA-503,Hispanic/Latina/e/o,In_Combination,2079
2022,CA-503,Native Hawaiian or Pacific Islander,Alone,154
2022,CA-503,Native Hawaiian or Pacific Islander,In_Combination,139
2022,CA-503,White,Alone,3452
2022,CA-503,White,In_Combination,2051
2022,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,90
2022,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,277
2022,CA-504,Asian or Asian American,Alone,26
2022,CA-504,Asian or Asian American,In_Combination,15
2022,CA-504,"Black, African American or African",Alone,182
2022,CA-504,"Black, African American or African",In_Combination,69
2022,CA-504,Hispanic/Latina/e/o,Alone,103
2022,CA-504,Hispanic/Latina/e/o,In_Combination,601
2022,CA-504,Native Hawaiian or Pacific Islander,Alone,19
2022,CA-504,Native Hawaiian or Pacific Islander,In_Combination,30
2022,CA-504,White,Alone,1378
2022,CA-504,White,In_Combination,485
2022,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,27
2022,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,131
2022,CA-505,Asian or Asian American,Alone,39
2022,CA-505,Asian or Asian American,In_Combination,24
2022,CA-505,"Black, African American or African",Alone,1106
2022,CA-505,"Black, African American or African",In_Combination,149
2022,CA-505,Hispanic/Latina/e/o,Alone,55
2022,CA-505,Hispanic/Latina/e/o,In_Combination,395
2022,CA-505,Native Hawaiian or Pacific Islander,Alone,39
2022,CA-505,Native Hawaiian or Pacific Islander,In_Combination,33
2022,CA-505,White,Alone,593
2022,CA-505,White,In_Combination,357
2022,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,30
2022,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,114
2022,CA-506,Asian or Asian American,Alone,29
2022,CA-506,Asian or Asian American,In_Combination,35
2022,CA-506,"Black, African American or African",Alone,195
2022,CA-506,"Black, African American or African",In_Combination,102
2022,CA-506,Hispanic/Latina/e/o,Alone,122
2022,CA-506,Hispanic/Latina/e/o,In_Combination,1645
2022,CA-506,Native Hawaiian or Pacific Islander,Alone,24
2022,CA-506,Native Hawaiian or Pacific Islander,In_Combination,39
2022,CA-506,White,Alone,740
2022,CA-506,White,In_Combination,1569
2022,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,23
2022,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,102
2022,CA-507,Asian or Asian American,Alone,27
2022,CA-507,Asian or Asian American,In_Combination,11
2022,CA-507,"Black, African American or African",Alone,374
2022,CA-507,"Black, African American or African",In_Combination,91
2022,CA-507,Hispanic/Latina/e/o,Alone,95
2022,CA-507,Hispanic/Latina/e/o,In_Combination,376
2022,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-507,Native Hawaiian or Pacific Islander,In_Combination,*
2022,CA-507,White,Alone,808
2022,CA-507,White,In_Combination,325
2022,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,32
2022,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,173
2022,CA-508,Asian or Asian American,Alone,*
2022,CA-508,Asian or Asian American,In_Combination,16
2022,CA-508,"Black, African American or African",Alone,84
2022,CA-508,"Black, African American or African",In_Combination,35
2022,CA-508,Hispanic/Latina/e/o,Alone,59
2022,CA-508,Hispanic/Latina/e/o,In_Combination,812
2022,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-508,Native Hawaiian or Pacific Islander,In_Combination,19
2022,CA-508,White,Alone,754
2022,CA-508,White,In_Combination,718
2022,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,163
2022,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,156
2022,CA-509,Asian or Asian American,Alone,*
2022,CA-509,Asian or Asian American,In_Combination,*
2022,CA-509,"Black, African American or African",Alone,43
2022,CA-509,"Black, African American or African",In_Combination,31
2022,CA-509,Hispanic/Latina/e/o,Alone,*
2022,CA-509,Hispanic/Latina/e/o,In_Combination,325
2022,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2022,CA-509,Native Hawaiian or Pacific Islander,In_Combination,16
2022,CA-509,White,Alone,1002
2022,CA-509,White,In_Combination,334
2022,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,81
2022,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,404
2022,CA-510,Asian or Asian American,Alone,63
2022,CA-510,Asian or Asian American,In_Combination,106
2022,CA-510,"Black, African American or African",Alone,690
2022,CA-510,"Black, African American or African",In_Combination,335
2022,CA-510,Hispanic/Latina/e/o,Alone,273
2022,CA-510,Hispanic/Latina/e/o,In_Combination,2178
2022,CA-510,Native Hawaiian or Pacific Islander,Alone,61
2022,CA-510,Native Hawaiian or Pacific Islander,In_Combination,123
2022,CA-510,White,Alone,2550
2022,CA-510,White,In_Combination,2186
2022,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,50
2022,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,241
2022,CA-511,Asian or Asian American,Alone,244
2022,CA-511,Asian or Asian American,In_Combination,188
2022,CA-511,"Black, African American or African",Alone,2766
2022,CA-511,"Black, African American or African",In_Combination,568
2022,CA-511,Hispanic/Latina/e/o,Alone,343
2022,CA-511,Hispanic/Latina/e/o,In_Combination,2667
2022,CA-511,Native Hawaiian or Pacific Islander,Alone,64
2022,CA-511,Native Hawaiian or Pacific Islander,In_Combination,132
2022,CA-511,White,Alone,1840
