CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Invalid,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,61
2022,CA-531,Nevada County CoC,18-24,83
2022,CA-531,Nevada County CoC,25-34,170
2022,CA-531,Nevada County CoC,35-44,189
2022,CA-531,Nevada County CoC,45-54,166
2022,CA-531,Nevada County CoC,55-64,175
2022,CA-531,Nevada County CoC,65+,115
2022,CA-531,Nevada County CoC,Invalid,*
2022,CA-531,Nevada County CoC,Under 18,151
2022,CA-531,Nevada County CoC,Unknown,25
2022,CA-600,Los Angeles County CoC,18-24,7008
2022,CA-600,Los Angeles County CoC,25-34,17273
2022,CA-600,Los Angeles County CoC,35-44,17075
2022,CA-600,Los Angeles County CoC,45-54,13882
2022,CA-600,Los Angeles County CoC,55-64,13365
2022,CA-600,Los Angeles County CoC,65+,5845
2022,CA-600,Los Angeles County CoC,Invalid,17
2022,CA-600,Los Angeles County CoC,Under 18,13548
2022,CA-600,Los Angeles County CoC,Unknown,2702
2022,CA-601,San Diego County CoC,18-24,1960
2022,CA-601,San Diego County CoC,25-34,4156
2022,CA-601,San Diego County CoC,35-44,4332
2022,CA-601,San Diego County CoC,45-54,3796
2022,CA-601,San Diego County CoC,55-64,4000
2022,CA-601,San Diego County CoC,65+,1747
2022,CA-601,San Diego County CoC,Invalid,*
2022,CA-601,San Diego County CoC,Under 18,5154
2022,CA-601,San Diego County CoC,Unknown,205
2022,CA-602,Orange County CoC,18-24,1815
2022,CA-602,Orange County CoC,25-34,3140
2022,CA-602,Orange County CoC,35-44,3026
2022,CA-602,Orange County CoC,45-54,2544
2022,CA-602,Orange County CoC,55-64,2527
2022,CA-602,Orange County CoC,65+,1254
2022,CA-602,Orange County CoC,Invalid,*
2022,CA-602,Orange County CoC,Under 18,3461
2022,CA-602,Orange County CoC,Unknown,3639
2022,CA-603,Santa Barbara County CoC,18-24,316
2022,CA-603,Santa Barbara County CoC,25-34,708
2022,CA-603,Santa Barbara County CoC,35-44,724
2022,CA-603,Santa Barbara County CoC,45-54,585
2022,CA-603,Santa Barbara County CoC,55-64,655
2022,CA-603,Santa Barbara County CoC,65+,342
2022,CA-603,Santa Barbara County CoC,Invalid,*
2022,CA-603,Santa Barbara County CoC,Under 18,1073
2022,CA-603,Santa Barbara County CoC,Unknown,*
2022,CA-604,Kern County CoC,18-24,691
2022,CA-604,Kern County CoC,25-34,1413
2022,CA-604,Kern County CoC,35-44,1462
2022,CA-604,Kern County CoC,45-54,1123
2022,CA-604,Kern County CoC,55-64,979
2022,CA-604,Kern County CoC,65+,332
2022,CA-604,Kern County CoC,Invalid,*
2022,CA-604,Kern County CoC,Under 18,1572
2022,CA-604,Kern County CoC,Unknown,*
2022,CA-606,Long Beach CoC (Los Angeles County),18-24,255
2022,CA-606,Long Beach CoC (Los Angeles County),25-34,591
2022,CA-606,Long Beach CoC (Los Angeles County),35-44,654
2022,CA-606,Long Beach CoC (Los Angeles County),45-54,604
2022,CA-606,Long Beach CoC (Los Angeles County),55-64,794
2022,CA-606,Long Beach CoC (Los Angeles County),65+,461
2022,CA-606,Long Beach CoC (Los Angeles County),Under 18,415
2022,CA-606,Long Beach CoC (Los Angeles County),Unknown,16
2022,CA-607,Pasadena CoC (Los Angeles County),18-24,115
2022,CA-607,Pasadena CoC (Los Angeles County),25-34,184
2022,CA-607,Pasadena CoC (Los Angeles County),35-44,181
2022,CA-607,Pasadena CoC (Los Angeles County),45-54,209
2022,CA-607,Pasadena CoC (Los Angeles County),55-64,260
2022,CA-607,Pasadena CoC (Los Angeles County),65+,135
2022,CA-607,Pasadena CoC (Los Angeles County),Under 18,170
2022,CA-607,Pasadena CoC (Los Angeles County),Unknown,45
2022,CA-608,Riverside County CoC,18-24,755
2022,CA-608,Riverside County CoC,25-34,1901
2022,CA-608,Riverside County CoC,35-44,1820
2022,CA-608,Riverside County CoC,45-54,1451
2022,CA-608,Riverside County CoC,55-64,1328
2022,CA-608,Riverside County CoC,65+,592
2022,CA-608,Riverside County CoC,Invalid,*
2022,CA-608,Riverside County CoC,Under 18,2892
2022,CA-608,Riverside County CoC,Unknown,121
2022,CA-609,San Bernardino County CoC,18-24,937
2022,CA-609,San Bernardino County CoC,25-34,1490
2022,CA-609,San Bernardino County CoC,35-44,1499
2022,CA-609,San Bernardino County CoC,45-54,1021
2022,CA-609,San Bernardino County CoC,55-64,1075
2022,CA-609,San Bernardino County CoC,65+,467
2022,CA-609,San Bernardino County CoC,Invalid,*
2022,CA-609,San Bernardino County CoC,Under 18,3309
2022,CA-609,San Bernardino County CoC,Unknown,18
2022,CA-611,Ventura County CoC,18-24,182
2022,CA-611,Ventura County CoC,25-34,416
2022,CA-611,Ventura County CoC,35-44,479
2022,CA-611,Ventura County CoC,45-54,559
2022,CA-611,Ventura County CoC,55-64,654
2022,CA-611,Ventura County CoC,65+,390
2022,CA-611,Ventura County CoC,Invalid,*
2022,CA-611,Ventura County CoC,Under 18,477
2022,CA-611,Ventura County CoC,Unknown,*
2022,CA-612,Glendale CoC (Los Angeles County),18-24,63
2022,CA-612,Glendale CoC (Los Angeles County),25-34,109
2022,CA-612,Glendale CoC (Los Angeles County),35-44,113
2022,CA-612,Glendale CoC (Los Angeles County),45-54,130
2022,CA-612,Glendale CoC (Los Angeles County),55-64,170
2022,CA-612,Glendale CoC (Los Angeles County),65+,101
2022,CA-612,Glendale CoC (Los Angeles County),Under 18,105
2022,CA-613,Imperial County CoC,18-24,188
2022,CA-613,Imperial County CoC,25-34,263
2022,CA-613,Imperial County CoC,35-44,210
2022,CA-613,Imperial County CoC,45-54,132
2022,CA-613,Imperial County CoC,55-64,124
2022,CA-613,Imperial County CoC,65+,63
2022,CA-613,Imperial County CoC,Invalid,*
2022,CA-613,Imperial County CoC,Under 18,867
2022,CA-613,Imperial County CoC,Unknown,21
2022,CA-614,San Luis Obispo County CoC,18-24,174
2022,CA-614,San Luis Obispo County CoC,25-34,493
2022,CA-614,San Luis Obispo County CoC,35-44,474
2022,CA-614,San Luis Obispo County CoC,45-54,374
2022,CA-614,San Luis Obispo County CoC,55-64,357
2022,CA-614,San Luis Obispo County CoC,65+,184
2022,CA-614,San Luis Obispo County CoC,Invalid,*
2022,CA-614,San Luis Obispo County CoC,Under 18,713
2023,All,California,18-24,25862
2023,All,California,25-34,57525
2023,All,California,35-44,60438
2023,All,California,45-54,47497
2023,All,California,55-64,44788
2023,All,California,65+,21981
2023,All,California,Invalid,103
2023,All,California,Under 18,71823
2023,All,California,Unknown,6910
2023,CA-500,Santa Clara County CoC,18-24,1201
2023,CA-500,Santa Clara County CoC,25-34,2404
2023,CA-500,Santa Clara County CoC,35-44,2604
2023,CA-500,Santa Clara County CoC,45-54,1961
2023,CA-500,Santa Clara County CoC,55-64,1911
2023,CA-500,Santa Clara County CoC,65+,911
2023,CA-500,Santa Clara County CoC,Invalid,*
2023,CA-500,Santa Clara County CoC,Under 18,4548
2023,CA-500,Santa Clara County CoC,Unknown,*
2023,CA-501,San Francisco CoC,18-24,2095
2023,CA-501,San Francisco CoC,25-34,4068
2023,CA-501,San Francisco CoC,35-44,3984
2023,CA-501,San Francisco CoC,45-54,2766
2023,CA-501,San Francisco CoC,55-64,2118
2023,CA-501,San Francisco CoC,65+,922
2023,CA-501,San Francisco CoC,Invalid,*
2023,CA-501,San Francisco CoC,Under 18,4236
2023,CA-501,San Francisco CoC,Unknown,47
2023,CA-502,Alameda County CoC,18-24,1127
2023,CA-502,Alameda County CoC,25-34,2442
2023,CA-502,Alameda County CoC,35-44,2361
2023,CA-502,Alameda County CoC,45-54,2046
2023,CA-502,Alameda County CoC,55-64,2108
2023,CA-502,Alameda County CoC,65+,953
2023,CA-502,Alameda County CoC,Under 18,2308
2023,CA-502,Alameda County CoC,Unknown,*
2023,CA-503,Sacramento County CoC,18-24,1286
2023,CA-503,Sacramento County CoC,25-34,1772
2023,CA-503,Sacramento County CoC,35-44,1925
2023,CA-503,Sacramento County CoC,45-54,1582
2023,CA-503,Sacramento County CoC,55-64,1627
2023,CA-503,Sacramento County CoC,65+,785
2023,CA-503,Sacramento County CoC,Invalid,*
2023,CA-503,Sacramento County CoC,Under 18,4261
2023,CA-503,Sacramento County CoC,Unknown,14
2023,CA-504,Sonoma County CoC,18-24,243
2023,CA-504,Sonoma County CoC,25-34,388
2023,CA-504,Sonoma County CoC,35-44,564
2023,CA-504,Sonoma County CoC,45-54,510
2023,CA-504,Sonoma County CoC,55-64,532
2023,CA-504,Sonoma County CoC,65+,311
2023,CA-504,Sonoma County CoC,Invalid,*
2023,CA-504,Sonoma County CoC,Under 18,621
2023,CA-505,Contra Costa County CoC,18-24,556
2023,CA-505,Contra Costa County CoC,25-34,942
2023,CA-505,Contra Costa County CoC,35-44,1072
2023,CA-505,Contra Costa County CoC,45-54,937
2023,CA-505,Contra Costa County CoC,55-64,1248
2023,CA-505,Contra Costa County CoC,65+,796
2023,CA-505,Contra Costa County CoC,Under 18,1558
2023,CA-506,"Monterey, San Benito Counties CoC",18-24,323
2023,CA-506,"Monterey, San Benito Counties CoC",25-34,501
2023,CA-506,"Monterey, San Benito Counties CoC",35-44,578
2023,CA-506,"Monterey, San Benito Counties CoC",45-54,398
2023,CA-506,"Monterey, San Benito Counties CoC",55-64,373
2023,CA-506,"Monterey, San Benito Counties CoC",65+,216
2023,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2023,CA-506,"Monterey, San Benito Counties CoC",Under 18,885
2023,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2023,CA-507,Marin County CoC,18-24,105
2023,CA-507,Marin County CoC,25-34,278
2023,CA-507,Marin County CoC,35-44,313
2023,CA-507,Marin County CoC,45-54,251
2023,CA-507,Marin County CoC,55-64,307
2023,CA-507,Marin County CoC,65+,191
2023,CA-507,Marin County CoC,Under 18,450
2023,CA-507,Marin County CoC,Unknown,25
2023,CA-508,Santa Cruz County CoC,18-24,122
2023,CA-508,Santa Cruz County CoC,25-34,272
2023,CA-508,Santa Cruz County CoC,35-44,314
2023,CA-508,Santa Cruz County CoC,45-54,231
2023,CA-508,Santa Cruz County CoC,55-64,271
2023,CA-508,Santa Cruz County CoC,65+,205
2023,CA-508,Santa Cruz County CoC,Invalid,*
2023,CA-508,Santa Cruz County CoC,Under 18,545
2023,CA-508,Santa Cruz County CoC,Unknown,*
2023,CA-509,Mendocino County CoC,18-24,82
2023,CA-509,Mendocino County CoC,25-34,226
2023,CA-509,Mendocino County CoC,35-44,254
2023,CA-509,Mendocino County CoC,45-54,201
2023,CA-509,Mendocino County CoC,55-64,168
2023,CA-509,Mendocino County CoC,65+,114
2023,CA-509,Mendocino County CoC,Invalid,*
2023,CA-509,Mendocino County CoC,Under 18,424
2023,CA-509,Mendocino County CoC,Unknown,*
2023,CA-510,Stanislaus County CoC,18-24,547
2023,CA-510,Stanislaus County CoC,25-34,999
2023,CA-510,Stanislaus County CoC,35-44,1126
2023,CA-510,Stanislaus County CoC,45-54,901
2023,CA-510,Stanislaus County CoC,55-64,862
2023,CA-510,Stanislaus County CoC,65+,321
2023,CA-510,Stanislaus County CoC,Under 18,1642
2023,CA-510,Stanislaus County CoC,Unknown,*
2023,CA-511,San Joaquin County CoC,18-24,594
2023,CA-511,San Joaquin County CoC,25-34,1362
2023,CA-511,San Joaquin County CoC,35-44,1244
2023,CA-511,San Joaquin County CoC,45-54,772
2023,CA-511,San Joaquin County CoC,55-64,746
2023,CA-511,San Joaquin County CoC,65+,374
2023,CA-511,San Joaquin County CoC,Invalid,*
2023,CA-511,San Joaquin County CoC,Under 18,3866
2023,CA-511,San Joaquin County CoC,Unknown,37
2023,CA-512,San Mateo County CoC,18-24,309
2023,CA-512,San Mateo County CoC,25-34,729
2023,CA-512,San Mateo County CoC,35-44,823
2023,CA-512,San Mateo County CoC,45-54,653
2023,CA-512,San Mateo County CoC,55-64,672
2023,CA-512,San Mateo County CoC,65+,391
2023,CA-512,San Mateo County CoC,Under 18,1204
2023,CA-512,San Mateo County CoC,Unknown,28
2023,CA-513,"Kings, Tulare Counties CoC",18-24,386
2023,CA-513,"Kings, Tulare Counties CoC",25-34,761
2023,CA-513,"Kings, Tulare Counties CoC",35-44,877
2023,CA-513,"Kings, Tulare Counties CoC",45-54,687
2023,CA-513,"Kings, Tulare Counties CoC",55-64,531
2023,CA-513,"Kings, Tulare Counties CoC",65+,211
2023,CA-513,"Kings, Tulare Counties CoC",Under 18,1406
2023,CA-514,"Fresno, Madera Counties CoC",18-24,807
2023,CA-514,"Fresno, Madera Counties CoC",25-34,1900
2023,CA-514,"Fresno, Madera Counties CoC",35-44,2546
2023,CA-514,"Fresno, Madera Counties CoC",45-54,2098
2023,CA-514,"Fresno, Madera Counties CoC",55-64,1740
2023,CA-514,"Fresno, Madera Counties CoC",65+,619
2023,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2023,CA-514,"Fresno, Madera Counties CoC",Under 18,1777
2023,CA-514,"Fresno, Madera Counties CoC",Unknown,95
2023,CA-515,Placer County CoC,18-24,223
2023,CA-515,Placer County CoC,25-34,463
2023,CA-515,Placer County CoC,35-44,548
2023,CA-515,Placer County CoC,45-54,414
2023,CA-515,Placer County CoC,55-64,364
2023,CA-515,Placer County CoC,65+,172
2023,CA-515,Placer County CoC,Invalid,*
2023,CA-515,Placer County CoC,Under 18,450
2023,CA-515,Placer County CoC,Unknown,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,156
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,370
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,453
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,308
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,349
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,168
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,690
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,23
2023,CA-517,Napa County CoC,18-24,69
2023,CA-517,Napa County CoC,25-34,164
2023,CA-517,Napa County CoC,35-44,196
2023,CA-517,Napa County CoC,45-54,151
2023,CA-517,Napa County CoC,55-64,157
2023,CA-517,Napa County CoC,65+,56
2023,CA-517,Napa County CoC,Invalid,*
2023,CA-517,Napa County CoC,Under 18,248
2023,CA-518,Solano County CoC,18-24,111
2023,CA-518,Solano County CoC,25-34,257
2023,CA-518,Solano County CoC,35-44,266
2023,CA-518,Solano County CoC,45-54,207
2023,CA-518,Solano County CoC,55-64,285
2023,CA-518,Solano County CoC,65+,136
2023,CA-518,Solano County CoC,Under 18,173
2023,CA-518,Solano County CoC,Unknown,*
2023,CA-519,Butte County CoC,18-24,319
2023,CA-519,Butte County CoC,25-34,727
2023,CA-519,Butte County CoC,35-44,862
2023,CA-519,Butte County CoC,45-54,595
2023,CA-519,Butte County CoC,55-64,567
2023,CA-519,Butte County CoC,65+,328
2023,CA-519,Butte County CoC,Under 18,979
2023,CA-519,Butte County CoC,Unknown,28
2023,CA-520,Merced County CoC,18-24,271
2023,CA-520,Merced County CoC,25-34,566
2023,CA-520,Merced County CoC,35-44,630
2023,CA-520,Merced County CoC,45-54,400
2023,CA-520,Merced County CoC,55-64,348
2023,CA-520,Merced County CoC,65+,159
2023,CA-520,Merced County CoC,Under 18,1074
2023,CA-520,Merced County CoC,Unknown,*
2023,CA-521,Yolo County CoC,18-24,89
2023,CA-521,Yolo County CoC,25-34,211
2023,CA-521,Yolo County CoC,35-44,269
2023,CA-521,Yolo County CoC,45-54,161
2023,CA-521,Yolo County CoC,55-64,164
2023,CA-521,Yolo County CoC,65+,79
2023,CA-521,Yolo County CoC,Invalid,*
2023,CA-521,Yolo County CoC,Under 18,582
2023,CA-521,Yolo County CoC,Unknown,*
2023,CA-522,Humboldt County CoC,18-24,253
2023,CA-522,Humboldt County CoC,25-34,382
2023,CA-522,Humboldt County CoC,35-44,582
2023,CA-522,Humboldt County CoC,45-54,489
2023,CA-522,Humboldt County CoC,55-64,419
2023,CA-522,Humboldt County CoC,65+,192
2023,CA-522,Humboldt County CoC,Invalid,*
2023,CA-522,Humboldt County CoC,Under 18,422
2023,CA-522,Humboldt County CoC,Unknown,15
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,35
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,100
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,84
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,57
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,64
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,35
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,209
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2023,CA-524,"Yuba, Sutter Counties CoC",18-24,197
2023,CA-524,"Yuba, Sutter Counties CoC",25-34,478
2023,CA-524,"Yuba, Sutter Counties CoC",35-44,510
2023,CA-524,"Yuba, Sutter Counties CoC",45-54,331
2023,CA-524,"Yuba, Sutter Counties CoC",55-64,332
2023,CA-524,"Yuba, Sutter Counties CoC",65+,149
2023,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2023,CA-524,"Yuba, Sutter Counties CoC",Under 18,1022
2023,CA-525,El Dorado County CoC,18-24,44
2023,CA-525,El Dorado County CoC,25-34,69
2023,CA-525,El Dorado County CoC,35-44,97
2023,CA-525,El Dorado County CoC,45-54,81
2023,CA-525,El Dorado County CoC,55-64,93
2023,CA-525,El Dorado County CoC,65+,55
2023,CA-525,El Dorado County CoC,Under 18,195
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,70
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,140
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,147
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,123
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,103
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,83
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Invalid,*
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,297
2023,CA-527,Tehama County CoC,18-24,34
2023,CA-527,Tehama County CoC,25-34,87
2023,CA-527,Tehama County CoC,35-44,118
2023,CA-527,Tehama County CoC,45-54,88
2023,CA-527,Tehama County CoC,55-64,73
2023,CA-527,Tehama County CoC,65+,40
2023,CA-527,Tehama County CoC,Invalid,*
2023,CA-527,Tehama County CoC,Under 18,197
2023,CA-527,Tehama County CoC,Unknown,57
2023,CA-529,Lake County CoC,18-24,23
2023,CA-529,Lake County CoC,25-34,68
2023,CA-529,Lake County CoC,35-44,71
2023,CA-529,Lake County CoC,45-54,73
2023,CA-529,Lake County CoC,55-64,66
2023,CA-529,Lake County CoC,65+,31
2023,CA-529,Lake County CoC,Invalid,*
2023,CA-529,Lake County CoC,Under 18,95
2023,CA-529,Lake County CoC,Unknown,17
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,15
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,21
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,13
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,69
2023,CA-531,Nevada County CoC,18-24,80
2023,CA-531,Nevada County CoC,25-34,230
2023,CA-531,Nevada County CoC,35-44,235
2023,CA-531,Nevada County CoC,45-54,181
2023,CA-531,Nevada County CoC,55-64,182
2023,CA-531,Nevada County CoC,65+,111
2023,CA-531,Nevada County CoC,Invalid,*
2023,CA-531,Nevada County CoC,Under 18,206
2023,CA-531,Nevada County CoC,Unknown,*
2023,CA-600,Los Angeles County CoC,18-24,7438
2023,CA-600,Los Angeles County CoC,25-34,19564
2023,CA-600,Los Angeles County CoC,35-44,19697
2023,CA-600,Los Angeles County CoC,45-54,15386
2023,CA-600,Los Angeles County CoC,55-64,13890
2023,CA-600,Los Angeles County CoC,65+,6444
2023,CA-600,Los Angeles County CoC,Invalid,23
2023,CA-600,Los Angeles County CoC,Under 18,14852
2023,CA-600,Los Angeles County CoC,Unknown,2769
2023,CA-601,San Diego County CoC,18-24,2143
2023,CA-601,San Diego County CoC,25-34,4570
2023,CA-601,San Diego County CoC,35-44,4697
2023,CA-601,San Diego County CoC,45-54,3945
2023,CA-601,San Diego County CoC,55-64,3908
2023,CA-601,San Diego County CoC,65+,1930
2023,CA-601,San Diego County CoC,Invalid,27
2023,CA-601,San Diego County CoC,Under 18,5780
2023,CA-601,San Diego County CoC,Unknown,238
2023,CA-602,Orange County CoC,18-24,1432
2023,CA-602,Orange County CoC,25-34,3227
2023,CA-602,Orange County CoC,35-44,3407
2023,CA-602,Orange County CoC,45-54,3011
2023,CA-602,Orange County CoC,55-64,2796
2023,CA-602,Orange County CoC,65+,1624
2023,CA-602,Orange County CoC,Invalid,*
2023,CA-602,Orange County CoC,Under 18,3483
2023,CA-602,Orange County CoC,Unknown,3094
2023,CA-603,Santa Barbara County CoC,18-24,351
2023,CA-603,Santa Barbara County CoC,25-34,700
2023,CA-603,Santa Barbara County CoC,35-44,776
2023,CA-603,Santa Barbara County CoC,45-54,661
2023,CA-603,Santa Barbara County CoC,55-64,694
2023,CA-603,Santa Barbara County CoC,65+,400
2023,CA-603,Santa Barbara County CoC,Invalid,*
2023,CA-603,Santa Barbara County CoC,Under 18,1179
2023,CA-603,Santa Barbara County CoC,Unknown,73
2023,CA-604,Kern County CoC,18-24,778
2023,CA-604,Kern County CoC,25-34,1447
2023,CA-604,Kern County CoC,35-44,1625
2023,CA-604,Kern County CoC,45-54,1195
2023,CA-604,Kern County CoC,55-64,1033
2023,CA-604,Kern County CoC,65+,380
2023,CA-604,Kern County CoC,Under 18,1436
2023,CA-604,Kern County CoC,Unknown,*
2023,CA-606,Long Beach CoC (Los Angeles County),18-24,363
2023,CA-606,Long Beach CoC (Los Angeles County),25-34,1113
2023,CA-606,Long Beach CoC (Los Angeles County),35-44,1285
2023,CA-606,Long Beach CoC (Los Angeles County),45-54,1101
2023,CA-606,Long Beach CoC (Los Angeles County),55-64,1170
2023,CA-606,Long Beach CoC (Los Angeles County),65+,617
2023,CA-606,Long Beach CoC (Los Angeles County),Under 18,443
2023,CA-606,Long Beach CoC (Los Angeles County),Unknown,46
2023,CA-607,Pasadena CoC (Los Angeles County),18-24,124
2023,CA-607,Pasadena CoC (Los Angeles County),25-34,248
2023,CA-607,Pasadena CoC (Los Angeles County),35-44,234
2023,CA-607,Pasadena CoC (Los Angeles County),45-54,229
2023,CA-607,Pasadena CoC (Los Angeles County),55-64,278
2023,CA-607,Pasadena CoC (Los Angeles County),65+,158
2023,CA-607,Pasadena CoC (Los Angeles County),Under 18,209
2023,CA-607,Pasadena CoC (Los Angeles County),Unknown,40
2023,CA-608,Riverside County CoC,18-24,828
2023,CA-608,Riverside County CoC,25-34,2313
2023,CA-608,Riverside County CoC,35-44,2295
2023,CA-608,Riverside County CoC,45-54,1698
2023,CA-608,Riverside County CoC,55-64,1558
2023,CA-608,Riverside County CoC,65+,780
2023,CA-608,Riverside County CoC,Invalid,*
2023,CA-608,Riverside County CoC,Under 18,3225
2023,CA-608,Riverside County CoC,Unknown,159
2023,CA-609,San Bernardino County CoC,18-24,779
2023,CA-609,San Bernardino County CoC,25-34,1380
2023,CA-609,San Bernardino County CoC,35-44,1346
2023,CA-609,San Bernardino County CoC,45-54,1012
2023,CA-609,San Bernardino County CoC,55-64,979
2023,CA-609,San Bernardino County CoC,65+,484
2023,CA-609,San Bernardino County CoC,Under 18,3047
2023,CA-609,San Bernardino County CoC,Unknown,28
2023,CA-611,Ventura County CoC,18-24,186
2023,CA-611,Ventura County CoC,25-34,378
2023,CA-611,Ventura County CoC,35-44,517
2023,CA-611,Ventura County CoC,45-54,560
2023,CA-611,Ventura County CoC,55-64,667
2023,CA-611,Ventura County CoC,65+,386
2023,CA-611,Ventura County CoC,Invalid,*
2023,CA-611,Ventura County CoC,Under 18,453
2023,CA-611,Ventura County CoC,Unknown,11
2023,CA-612,Glendale CoC (Los Angeles County),18-24,53
2023,CA-612,Glendale CoC (Los Angeles County),25-34,120
2023,CA-612,Glendale CoC (Los Angeles County),35-44,124
2023,CA-612,Glendale CoC (Los Angeles County),45-54,126
2023,CA-612,Glendale CoC (Los Angeles County),55-64,180
2023,CA-612,Glendale CoC (Los Angeles County),65+,112
2023,CA-612,Glendale CoC (Los Angeles County),Under 18,141
2023,CA-613,Imperial County CoC,18-24,169
2023,CA-613,Imperial County CoC,25-34,249
2023,CA-613,Imperial County CoC,35-44,183
2023,CA-613,Imperial County CoC,45-54,90
2023,CA-613,Imperial County CoC,55-64,73
2023,CA-613,Imperial County CoC,65+,52
2023,CA-613,Imperial County CoC,Invalid,*
2023,CA-613,Imperial County CoC,Under 18,982
2023,CA-613,Imperial County CoC,Unknown,*
2023,CA-614,San Luis Obispo County CoC,18-24,183
2023,CA-614,San Luis Obispo County CoC,25-34,533
2023,CA-614,San Luis Obispo County CoC,35-44,564
2023,CA-614,San Luis Obispo County CoC,45-54,438
2023,CA-614,San Luis Obispo County CoC,55-64,351
2023,CA-614,San Luis Obispo County CoC,65+,219
2023,CA-614,San Luis Obispo County CoC,Invalid,*
2023,CA-614,San Luis Obispo County CoC,Under 18,866
2024,All,California,18-24,23464
2024,All,California,25-34,52167
2024,All,California,35-44,56478
2024,All,California,45-54,43158
2024,All,California,55-64,40516
2024,All,California,65+,20428
2024,All,California,Invalid,24
2024,All,California,Under 18,67346
2024,All,California,Unknown,5666
2024,CA-500,Santa Clara County CoC,18-24,1166
2024,CA-500,Santa Clara County CoC,25-34,2091
2024,CA-500,Santa Clara County CoC,35-44,2270
2024,CA-500,Santa Clara County CoC,45-54,1724
2024,CA-500,Santa Clara County CoC,55-64,1665
2024,CA-500,Santa Clara County CoC,65+,828
2024,CA-500,Santa Clara County CoC,Invalid,*
2024,CA-500,Santa Clara County CoC,Under 18,4165
2024,CA-500,Santa Clara County CoC,Unknown,*
2024,CA-501,San Francisco CoC,18-24,1959
2024,CA-501,San Francisco CoC,25-34,3955
2024,CA-501,San Francisco CoC,35-44,3929
2024,CA-501,San Francisco CoC,45-54,2584
2024,CA-501,San Francisco CoC,55-64,1863
2024,CA-501,San Francisco CoC,65+,855
2024,CA-501,San Francisco CoC,Invalid,*
2024,CA-501,San Francisco CoC,Under 18,4394
2024,CA-501,San Francisco CoC,Unknown,38
2024,CA-502,Alameda County CoC,18-24,1100
2024,CA-502,Alameda County CoC,25-34,2303
2024,CA-502,Alameda County CoC,35-44,2274
2024,CA-502,Alameda County CoC,45-54,1918
2024,CA-502,Alameda County CoC,55-64,1948
